"talk_id","title","speaker_1","first occupation","second occupation","recorded_date","published_date","event","native_lang","url.x","num_speakers","num_lang","comments","duration_ted","languages","num_speaker","view_ted","view_yt","categories","duration_yt","dislike_count","like_count","average_rating"
2528,"Why genetic research must be more diverse","Keolu Fox","geneticist","indigenous rights activist",2016-02-15,2016-06-21,"TED2016","en","https://www.ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse/",1,29,70,408,28,1,809398,62147,"Science & Technology",409,171,1357,4.55235624313
2526,"How to fix a broken education system ... without any more money","Seema Bansal","education innovator",NA,2016-05-18,2016-06-22,"TED@BCG Paris","en","https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money/",1,31,73,868,27,1,1246214,127828,"People & Blogs",869,86,2429,4.86322069168
2530,"Who are you, really? The puzzle of personality","Brian Little","personality researcher",NA,2016-02-16,2016-06-23,"TED2016","en","https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality/",1,32,59,915,29,1,4235594,1680297,"Science & Technology",916,617,34584,4.92988824844
2531,"What can we learn from shortcuts?","Tom Hulme","designer","venturer",2016-02-17,2016-06-24,"TED2016","en","https://www.ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts/",1,31,30,440,29,1,1396369,109693,"People & Blogs",441,40,2677,4.94111156464
2534,"How a blind astronomer found a way to hear the stars","Wanda Diaz Merced","sonic astrophysicist",NA,2016-02-16,2016-06-27,"TED2016","en","https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars/",1,23,24,675,23,1,803813,53512,"Science & Technology",676,23,1263,4.92846012115
2533,"How computers are learning to be creative","Blaise Ag¨¹era y Arcas","software architect",NA,2016-05-18,2016-06-28,"TED@BCG Paris","en","https://www.ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative/",1,25,36,1054,22,1,1413042,282658,"Science & Technology",1055,89,5647,4.93793582916
2537,"Why you think you're right -- even if you're wrong","Julia Galef","writer",NA,2016-02-28,2016-06-29,"TEDxPSU","en","https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/",1,35,126,697,35,1,3210972,410309,"Science & Technology",698,288,11107,4.89890289307
2536,"Clues to prehistoric times, found in blind cavefish","Prosanta Chakrabarty","ichthyologist",NA,2016-02-15,2016-06-30,"TED2016","en","https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish/",1,34,30,289,32,1,971212,59700,"Science & Technology",289,37,1538,4.90603160858
2538,"""Redemption Song""","John Legend","singer","musician",2016-02-15,2016-07-01,"TED2016","en","https://www.ted.com/talks/john_legend_redemption_song/",1,30,40,518,28,1,1538107,247026,"Music",519,145,3583,4.84442043304
2541,"How Syria's architecture laid the foundation for brutal war","Marwa Al-Sabouni","architect",NA,2016-06-26,2016-07-05,"TEDSummit","en","https://www.ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war/",1,27,65,625,27,1,888896,107473,"People & Blogs",626,340,1561,4.28458690643
2543,"Why Brexit happened -- and what to do next","Alexander Betts","social scientist",NA,2016-06-29,2016-07-06,"TEDSummit","en","https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next/",1,33,353,1042,33,1,2432449,873759,"News & Politics",1043,9434,13464,3.35199570656
2539,"Why I keep speaking up, even when people mock my accent","Safwat Saleem","artist","graphic designer",2016-02-15,2016-07-07,"TED2016","en","https://www.ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent/",1,28,112,648,26,1,1370547,147727,"People & Blogs",648,347,3781,4.6637597084
2529,"When we design for disability, we all benefit","Elise Roy","lawyer","artist",2015-09-25,2016-07-08,"TEDxMidAtlantic","en","https://www.ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit/",1,26,30,797,26,1,1162751,53802,"People & Blogs",798,92,1099,4.69101572037
2547,"3 lessons on success from an Arab businesswoman","Leila Hoteit","s advocate""]}",NA,2016-05-18,2016-07-11,"TED@BCG Paris","en","https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman/",1,30,38,842,28,1,1827512,175637,"People & Blogs",842,448,3453,4.54063081741
2551,"Nature is everywhere -- we just need to learn to see it","Emma Marris","environmental writer",NA,2016-06-26,2016-07-13,"TEDSummit","en","https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it/",1,25,30,952,23,1,990075,71784,"Science & Technology",952,59,1736,4.86852359772
2546,"How to grow a forest in your backyard","Shubhendu Sharma","eco-entrepreneur",NA,2016-05-18,2016-07-14,"TED@BCG Paris","en","https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard/",1,37,59,551,36,1,1320671,164723,"Science & Technology",552,53,6054,4.96528577805
2552,"My love letter to cosplay","Adam Savage","maker","critical thinker",2016-02-16,2016-07-15,"TED2016","en","https://www.ted.com/talks/adam_savage_my_love_letter_to_cosplay/",1,27,80,787,26,1,1730653,660546,"People & Blogs",788,167,38214,4.98259544373
2540,"A forgotten Space Age technology could change how we grow food","Lisa Dyson","sustainability crusader",NA,2016-05-18,2016-07-18,"TED@BCG Paris","en","https://www.ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food/",1,24,65,715,24,1,1258539,57219,"Science & Technology",715,73,1729,4.83795785904
2556,"A project of peace, painted across 50 buildings","eL Seed","artist",NA,2016-06-26,2016-07-19,"TEDSummit","en","https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings/",1,23,25,686,23,1,821291,82588,"People & Blogs",686,50,2024,4.90356779099
2553,"How the Panama Papers journalists broke the biggest leak in history","Gerard Ryle","investigative journalist",NA,2016-06-26,2016-07-20,"TEDSummit","en","https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history/",1,26,68,788,26,1,997650,82677,"Nonprofits & Activism",788,61,1942,4.87818288803
2557,"A new way to study the brain's invisible secrets","Ed Boyden","neuroengineer",NA,2016-06-26,2016-07-21,"TEDSummit","en","https://www.ted.com/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets/",1,27,49,795,27,1,1260112,112566,"Science & Technology",795,67,2332,4.88828659058
2558,"How trees talk to each other","Suzanne Simard","forest ecologist",NA,2016-06-29,2016-07-22,"TEDSummit","en","https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other/",1,32,134,1099,28,1,2396450,243373,"Science & Technology",1105,96,4843,4.92225170135
2548,"The jobs we'll lose to machines -- and the ones we won't","Anthony Goldbloom","machine learning expert",NA,2016-02-15,2016-08-08,"TED2016","en","https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t/",1,44,75,276,44,1,1929261,223708,"Science & Technology",277,384,3727,4.62636804581
2549,"How to build a business that lasts 100 years","Martin Reeves","strategist",NA,2016-05-18,2016-08-09,"TED@BCG Paris","en","https://www.ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years/",1,21,45,894,21,1,1677142,128386,"People & Blogs",895,75,1992,4.85486221313
2559,"The taboo secret to better health","Molly Winter","designer",NA,2016-04-23,2016-08-10,"TEDxBend","en","https://www.ted.com/talks/molly_winter_the_taboo_secret_to_better_health/",1,21,56,741,20,1,1507057,210613,"Nonprofits & Activism",742,263,2604,4.63306570053
2560,"How Africa can keep rising","Ngozi Okonjo-Iweala","economist",NA,2016-06-27,2016-08-11,"TEDSummit","en","https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising/",1,21,19,923,21,1,778960,48667,"News & Politics",923,175,1181,4.48377561569
2545,"What a planet needs to sustain life","Dave Brain","planetary scientist",NA,2015-09-19,2016-08-12,"TEDxBoulder","en","https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life/",1,29,107,822,27,1,1311426,106554,"Science & Technology",822,69,2875,4.90625
2562,"A small country with big ideas to get rid of fossil fuels","Monica Araya","climate advocate",NA,2016-06-29,2016-08-15,"TEDSummit","en","https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels/",1,31,74,952,30,1,1018830,100142,"Nonprofits & Activism",952,124,2471,4.80886316299
2550,"3 moons and a planet that could have alien life","James Green","space physicist",NA,2015-11-06,2016-08-16,"TED Talks Live","en","https://www.ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life/",1,30,49,639,27,1,1465749,186017,"Science & Technology",640,62,3001,4.91903352737
2566,"Hunting for Peru's lost civilizations -- with satellites","Sarah Parcak","satellite archaeologist + ted prize winner",NA,2016-06-27,2016-08-17,"TEDSummit","en","https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites/",1,31,44,419,31,1,1027539,88221,"Science & Technology",419,91,1078,4.68862295151
2561,"A letter to all who have lost in this era","Anand Giridharadas","writer",NA,2016-06-29,2016-08-18,"TEDSummit","en","https://www.ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era/",1,21,43,997,21,1,961913,65666,"News & Politics",1045,211,1315,4.44691991806
2568,"How Argentina's blind soccer team became champions","Gonzalo Vilari<U+00F1>o","lawyer","coach",2015-09-24,2016-08-19,"TEDxRiodelaPlata","es","https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions/",1,19,11,859,18,1,443773,56201,"Sports",859,70,610,4.58823537827
2563,"The next manufacturing revolution is here","Olivier Scalabre","industrial systems thinker",NA,2016-05-20,2016-08-22,"TED@BCG Paris","en","https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here/",1,26,105,746,25,1,1548845,243406,"Science & Technology",747,514,2994,4.41391086578
2565,"What we can do to die well","Timothy Ihrig","palliative care physician",NA,2013-09-08,2016-08-23,"TEDxDesMoines","en","https://www.ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well/",1,20,62,812,20,1,1279825,75556,"People & Blogs",812,70,1386,4.80769252777
2569,"The deadly legacy of cluster bombs","Laura Boushnak","photographer",NA,2016-06-27,2016-08-24,"TEDSummit","en","https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs/",1,23,35,696,23,1,645572,61859,"Nonprofits & Activism",697,87,885,4.64197540283
2573,"How the blockchain is changing money and business","Don Tapscott","digital strategist",NA,2016-06-28,2016-08-25,"TEDSummit","en","https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business/",1,24,100,1129,23,1,2110218,724039,"Science & Technology",1130,351,14062,4.90258789062
2571,"The spellbinding art of human anatomy","Vanessa Ruiz","anatomical artist",NA,2015-11-18,2016-08-26,"TEDMED 2015","en","https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy/",1,23,28,682,22,1,1257468,90691,"People & Blogs",683,89,2107,4.83788728714
2578,"How women wage conflict without violence","Julia Bacha","filmmaker",NA,2016-06-29,2016-08-29,"TEDSummit","en","https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence/",1,29,20,747,27,1,811955,63442,"News & Politics",748,1262,1101,2.86373257637
2572,"Bring on the female superheroes!","Christopher Bell","media studies scholar",NA,2015-10-17,2016-08-30,"TEDxColoradoSprings","en","https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes/",1,23,102,948,21,1,1026017,74785,"People & Blogs",948,953,4187,4.2583656311
2574,"Why you should talk to strangers","Kio Stark","stranger enthusiast",NA,2016-02-16,2016-08-31,"TED2016","en","https://www.ted.com/talks/kio_stark_why_you_should_talk_to_strangers/",1,35,88,712,35,1,2618738,468705,"People & Blogs",712,268,7355,4.85937309265
2575,"The risky politics of progress","Jonathan Tepperman","global affairs thinker",NA,2016-06-29,2016-09-01,"TEDSummit","en","https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress/",1,20,42,1096,19,1,942925,57547,"News & Politics",1097,311,1262,4.20915460587
2577,"The agony of trying to unsubscribe","James Veitch","comedian and writer",NA,2016-06-29,2016-09-02,"TEDSummit","en","https://www.ted.com/talks/james_veitch_the_agony_of_trying_to_unsubscribe/",1,40,46,460,37,1,5711833,6537057,"Comedy",461,1553,160533,4.96167469025
2579,"Let's teach for mastery -- not test scores","Sal Khan","educator and social entrepreneur",NA,2015-11-02,2016-09-06,"TED Talks Live","en","https://www.ted.com/talks/sal_khan_let_s_teach_for_mastery_not_test_scores/",1,32,145,649,30,1,2201195,717147,"Education",650,154,21135,4.9710650444
2580,"The new American Dream","Courtney E. Martin","journalist",NA,2016-02-19,2016-09-07,"TED2016","en","https://www.ted.com/talks/courtney_e_martin_the_new_american_dream/",1,23,58,932,23,1,1404984,94087,"People & Blogs",932,528,1624,4.01858758926
2581,"Why helmets don't prevent concussions -- and what might","David Camarillo","bioengineer",NA,2016-04-24,2016-09-08,"TEDxStanford","en","https://www.ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might/",1,23,46,956,22,1,1195181,133890,"Science & Technology",957,76,2449,4.87960386276
2555,"A new way to heal hearts without surgery","Franz Freudenthal","pediatric cardiologist",NA,2016-02-16,2016-09-09,"TED2016","en","https://www.ted.com/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery/",1,29,26,568,28,1,1226441,95954,"Science & Technology",568,38,2245,4.93342113495
2554,"The future of money","Neha Narula","currency futurist",NA,2016-05-18,2016-09-12,"TED@BCG Paris","en","https://www.ted.com/talks/neha_narula_the_future_of_money/",1,27,84,976,24,1,1799860,222167,"Science & Technology",977,454,3275,4.51300621033
2582,"How to raise successful kids -- without over-parenting","Julie Lythcott-Haims","academic","author",2015-11-01,2016-09-13,"TED Talks Live","en","https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting/",1,36,203,856,28,1,2603203,260404,"Education",856,154,6119,4.90180158615
2583,"How fear of nuclear power is hurting the environment","Michael Shellenberger","climate policy expert",NA,2016-06-28,2016-09-14,"TEDSummit","en","https://www.ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment/",1,24,266,838,21,1,1185114,174234,"Nonprofits & Activism",838,377,5287,4.73375701904
2532,"Architecture that's built to heal","Michael Murphy","designer",NA,2016-02-17,2016-09-15,"TED2016","en","https://www.ted.com/talks/michael_murphy_architecture_that_s_built_to_heal/",1,22,60,938,20,1,1162011,94217,"People & Blogs",938,58,3027,4.92479753494
2584,"Why some people are more altruistic than others","Abigail Marsh","psychologist",NA,2016-06-26,2016-09-16,"TEDSummit","en","https://www.ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others/",1,31,95,741,28,1,1690453,152199,"Science & Technology",742,175,3315,4.79942703247
2587,"There's no such thing as not voting","Eric Liu","civic evangelist","author",2016-09-07,2016-09-19,"TEDNYC","en","https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting/",1,24,58,813,22,1,793098,73889,"News & Politics",813,514,1437,3.94618153572
2585,"Why you should know how much your coworkers get paid","David Burkus","management researcher",NA,2016-01-23,2016-09-20,"TEDxUniversityofNevada","en","https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid/",1,32,73,449,32,1,1713788,129303,"People & Blogs",450,351,2036,4.4118142128
2586,"Why open a school? To close a prison","Nadia Lopez","educator",NA,2015-11-02,2016-09-21,"TED Talks Live","en","https://www.ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison/",1,34,34,430,32,1,1029397,65971,"Science & Technology",431,74,2037,4.85978221893
2570,"The era of personal DNA testing is here","Sebastian Kraves","biotech entrepreneur",NA,2016-05-18,2016-09-22,"TED@BCG Paris","en","https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here/",1,23,10,784,22,1,1052018,69292,"Science & Technology",785,63,1345,4.82102251053
2567,"We can fight terror without sacrificing our rights","Rebecca MacKinnon","internet freedom activist",NA,2016-06-29,2016-09-23,"TEDSummit","en","https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights/",1,23,35,716,21,1,1053126,57974,"News & Politics",717,113,1162,4.64549016953
2588,"America's forgotten working class","J.D. Vance","author",NA,2016-09-07,2016-09-26,"TEDNYC","en","https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class/",1,22,66,882,21,1,1077686,111546,"People & Blogs",882,62,2319,4.89584207535
2544,"How we're harnessing nature's hidden superpowers","Oded Shoseyov","nanobiotechnologist",NA,2016-05-18,2016-09-28,"TED@BCG Paris","en","https://www.ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers/",1,21,20,801,21,1,1211098,107329,"Science & Technology",802,50,3089,4.93628549576
2592,"Can we build AI without losing control over it?","Sam Harris","neuroscientist","philosopher",2016-06-26,2016-09-29,"TEDSummit","en","https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it/",1,30,490,867,27,1,2592561,1147465,"Science & Technology",868,1013,28261,4.86158370972
2590,"Technology hasn't changed love. Here's why","Helen Fisher","anthropologist","expert on love",2016-06-27,2016-09-30,"TEDSummit","en","https://www.ted.com/talks/helen_fisher_technology_hasn_t_changed_love_here_s_why/",1,27,36,1145,25,1,1593458,131215,"People & Blogs",1145,130,1927,4.74720478058
2593,"What you need to know about CRISPR","Ellen Jorgensen","biologist","community science advocate",2016-06-27,2016-10-03,"TEDSummit","en","https://www.ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr/",1,30,39,593,28,1,1400803,303126,"Science & Technology",593,184,5164,4.86237859726
2596,"Immigrant voices make democracy stronger","Sayu Bhojwani","immigration scholar",NA,2016-09-07,2016-10-04,"TEDNYC","en","https://www.ted.com/talks/sayu_bhojwani_immigrant_voices_make_democracy_stronger/",1,22,72,762,22,1,783649,51046,"News & Politics",763,1292,850,2.58730149269
2599,"We can start winning the war against cancer","Adam de la Zerda","biologist","electrical engineer",2016-04-24,2016-10-05,"TEDxStanford","en","https://www.ted.com/talks/adam_de_la_zerda_we_can_start_winning_the_war_against_cancer/",1,23,56,762,23,1,985203,57559,"Science & Technology",762,35,1429,4.90437173843
2594,"What reality are you creating for yourself?","Isaac Lidsky","author","entrepreneur",2016-06-26,2016-10-06,"TEDSummit","en","https://www.ted.com/talks/isaac_lidsky_what_reality_are_you_creating_for_yourself/",1,35,109,706,33,1,2561564,343381,"People & Blogs",706,101,12716,4.96847915649
2595,"4 reasons to learn a new language","John McWhorter","linguist",NA,2016-02-16,2016-10-07,"TED2016","en","https://www.ted.com/talks/john_mcwhorter_4_reasons_to_learn_a_new_language/",1,43,83,601,34,1,2173228,251476,"Education",601,224,5733,4.849588871
2597,"How we talk about sexual assault online","Ione Wells","writer","activist",2016-06-30,2016-10-10,"TEDSummit","en","https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online/",1,25,29,849,24,1,1024139,82820,"Nonprofits & Activism",850,1035,2445,3.81034493446
2598,"The beauty of what we'll never know","Pico Iyer","author",NA,2016-06-30,2016-10-11,"TEDSummit","en","https://www.ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know/",1,32,32,605,28,1,1477238,101525,"People & Blogs",606,123,2271,4.79448604584
2603,"Art can heal PTSD's invisible wounds","Melissa Walker","creative arts therapist",NA,2015-11-18,2016-10-12,"TEDMED 2015","en","https://www.ted.com/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds/",1,26,25,588,26,1,827933,69508,"People & Blogs",588,105,1386,4.7183098793
2601,"5 ways to lead in an era of constant change","Jim Hemerling","organizational change expert",NA,2016-05-18,2016-10-13,"TED@BCG Paris","en","https://www.ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change/",1,25,24,801,23,1,1811178,90276,"People & Blogs",801,73,1148,4.76085186005
2602,"Ballroom dance that breaks gender roles","Trevor Copp","artistic director","dancer",2015-11-07,2016-10-14,"TEDxMontreal","en","https://www.ted.com/talks/trevor_copp_and_jeff_fox_ballroom_dance_that_breaks_gender_roles/",2,18,86,933,16,2,571009,69814,"Entertainment",934,991,2013,3.68042612076
2604,"We've stopped trusting institutions and started trusting strangers","Rachel Botsman","trust researcher",NA,2016-06-29,2016-10-17,"TEDSummit","en","https://www.ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers/",1,23,39,1028,20,1,1307557,104016,"Science & Technology",1029,112,1958,4.78357505798
2605,"A temporary tattoo that brings hospital care to the home","Todd Coleman","bioelectronics innovator",NA,2015-11-18,2016-10-18,"TEDMED 2015","en","https://www.ted.com/talks/todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home/",1,30,24,579,29,1,1134472,137062,"Science & Technology",580,163,1726,4.65484380722
2606,"Machine intelligence makes human morals more important","Zeynep Tufekci","techno-sociologist",NA,2016-06-29,2016-10-19,"TEDSummit","en","https://www.ted.com/talks/zeynep_tufekci_machine_intelligence_makes_human_morals_more_important/",1,24,84,1062,23,1,1194781,109191,"Science & Technology",1062,115,2463,4.82156705856
2607,"Inside the mind of a former radical jihadist","Manwar Ali","peace activist",NA,2016-04-15,2016-10-20,"TEDxExeter","en","https://www.ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist/",1,27,45,1042,25,1,1805897,641979,"Nonprofits & Activism",1043,901,13808,4.75498008728
2608,"The unexpected challenges of a country's first election","Philippa Neave","electoral consultant",NA,2016-09-07,2016-10-21,"TEDNYC","en","https://www.ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election/",1,21,38,651,20,1,859817,64239,"News & Politics",652,75,774,4.64664316177
2609,"What a driverless world could look like","Wanis Kabbaj","global citizen","transportation geek",2016-09-15,2016-10-24,"TED@UPS","en","https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like/",1,32,93,691,29,1,2859109,1679783,"Science & Technology",692,2245,27114,4.69413137436
2618,"How the US should use its superpower status","Ian Bremmer","political theorist",NA,2016-09-10,2016-10-25,"TEDxNewYork","en","https://www.ted.com/talks/ian_bremmer_how_the_us_should_use_its_superpower_status/",1,23,49,937,23,1,851675,74466,"News & Politics",937,505,1077,3.72313523293
2600,"How loss helped one artist find beauty in imperfection","Alyssa Monks","painter",NA,2015-11-13,2016-10-26,"TEDxIndianaUniversity","en","https://www.ted.com/talks/alyssa_monks_how_loss_helped_one_artist_find_beauty_in_imperfection/",1,25,31,788,24,1,1134525,91864,"People & Blogs",789,110,2904,4.85401439667
2610,"Everything you hear on film is a lie","Tasos Frantzolas","entrepreneur",NA,2016-02-06,2016-10-27,"TEDxAthens","en","https://www.ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie/",1,29,18,993,27,1,1236485,177538,"Film & Animation",993,206,4174,4.81187200546
2611,"""St. James Infirmary Blues""","Silk Road Ensemble","musical explorers","musician",2016-02-16,2016-10-28,"TED2016","en","https://www.ted.com/talks/silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues/",2,27,6,523,25,2,820295,51158,"Music",523,115,897,4.54545450211
2614,"Your smartphone is a civil rights issue","Christopher Soghoian","privacy researcher and activist",NA,2016-06-29,2016-10-31,"TEDSummit","en","https://www.ted.com/talks/christopher_soghoian_your_smartphone_is_a_civil_rights_issue/",1,30,146,464,30,1,1307805,138598,"Science & Technology",465,2098,2020,2.96211743355
2616,"How America's public schools keep kids in poverty","Kandice Sumner","educator",NA,2015-11-14,2016-11-01,"TEDxBeaconStreet","en","https://www.ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty/",1,21,128,830,19,1,1181475,116059,"Education",830,854,3631,4.23834991455
2617,"Your company's data could help end world hunger","Mallory Freeman","data activist",NA,2016-09-15,2016-11-02,"TED@UPS","en","https://www.ted.com/talks/mallory_freeman_your_company_s_data_could_help_end_world_hunger/",1,22,11,675,21,1,951340,45547,"Science & Technology",676,148,656,4.26368141174
2619,"4 ways to build a human company in the age of machines","Tim Leberecht","business romantic",NA,2016-06-28,2016-11-03,"TEDSummit","en","https://www.ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines/",1,24,23,704,23,1,1385538,77506,"Howto & Style",705,92,1521,4.7718539238
2621,"It's time for women to run for office","Halla T¨®masd¨®ttir","change catalyst",NA,2016-10-28,2016-11-04,"TEDWomen 2016","en","https://www.ted.com/talks/halla_tomasdottir_it_s_time_for_women_to_run_for_office/",1,25,90,1158,22,1,877915,44654,"News & Politics",1159,3076,1043,2.0128672123
2622,"Islamophobia killed my brother. Let's end the hate","Suzanne Barakat","physician",NA,2016-10-28,2016-11-07,"TEDWomen 2016","en","https://www.ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate/",1,26,121,888,23,1,1177013,308665,"Nonprofits & Activism",889,6087,13121,3.73240327835
2625,"Can a divided America heal?","Jonathan Haidt","social psychologist","head of ted",2016-11-02,2016-11-08,"TEDNYC","en","https://www.ted.com/talks/jonathan_haidt_can_a_divided_america_heal/",2,25,214,1217,21,2,1515162,175066,"News & Politics",1217,137,3075,4.82938957214
2623,"Easy DIY projects for kid engineers","Fawn Qiu","technologist",NA,2016-07-12,2016-11-10,"TED Residency","en","https://www.ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers/",1,33,18,423,33,1,1047389,101395,"Science & Technology",423,73,2377,4.88081645966
2624,"We train soldiers for war. Let's train them to come home, too","Hector Garcia","psychologist",NA,2015-11-04,2016-11-11,"TED Talks Live","en","https://www.ted.com/talks/hector_garcia_we_train_soldiers_for_war_let_s_train_them_to_come_home_too/",1,25,58,631,24,1,990521,65182,"People & Blogs",631,66,1715,4.85176849365
2629,"The urgency of intersectionality","Kimberl¨¦ Crenshaw","civil rights advocate","artist",2016-10-27,2016-11-14,"TEDWomen 2016","en","https://www.ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality/",2,18,106,1129,16,2,857330,90369,"Nonprofits & Activism",1129,1975,1884,2.95283746719
2626,"How the blockchain will radically transform the economy","Bettina Warburg","blockchain entrepreneur and researcher",NA,2016-06-29,2016-11-15,"TEDSummit","en","https://www.ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy/",1,25,48,897,21,1,1985742,718511,"Science & Technology",897,811,8939,4.66728210449
2630,"The playful wonderland behind great inventions","Steven Johnson","writer",NA,2016-10-21,2016-11-16,"TED Studio","en","https://www.ted.com/talks/steven_johnson_the_playful_wonderland_behind_great_inventions/",1,38,45,445,38,1,1122671,84886,"Science & Technology",445,34,2459,4.94544744492
2615,"Help for kids the education system ignores","Victor Rios","educator","author",2015-11-02,2016-11-17,"TED Talks Live","en","https://www.ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores/",1,27,37,713,23,1,1158432,69736,"Education",713,65,1899,4.86761713028
2620,"Math is the hidden secret to understanding the world","Roger Antonsen","logician","mathematician",2015-01-29,2016-11-18,"TEDxOslo","en","https://www.ted.com/talks/roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world/",1,26,82,1024,25,1,1910593,193789,"Education",1024,137,5840,4.90831518173
2628,"A political party for women's equality","Sandi Toksvig","broadcast personality","politician",2016-10-27,2016-11-21,"TEDWomen 2016","en","https://www.ted.com/talks/sandi_toksvig_a_political_party_for_women_s_equality/",1,24,71,1188,22,1,799891,54014,"News & Politics",1172,2779,1829,2.58767366409
2632,"What will humans look like in 100 years?","Juan Enriquez","author","academic",2016-06-26,2016-11-22,"TEDSummit","en","https://www.ted.com/talks/juan_enriquez_what_will_humans_look_like_in_100_years/",1,25,93,945,23,1,2595890,1024426,"Science & Technology",945,577,22200,4.8986697197
